City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,taksimo,56.3444,114.8794,59.81,34,77,15.17,RU,1718505932
282,iskateley,67.6803,53.1512,41.02,66,22,8.01,RU,1718505932
283,ad dabbah,18.05,30.95,90.66,12,70,6.26,SD,1718505932
284,banda aceh,5.5577,95.3222,84.09,74,99,9.73,ID,1718505932
285,qarazhal,48.0078,70.7903,74.07,49,92,12.3,KZ,1718505933
286,haslev,55.3235,11.9639,55.0,92,80,8.14,DK,1718505933
287,kutum,14.2,24.6667,77.54,46,68,8.55,SD,1718505933
288,richards bay,-28.783,32.0377,68.04,80,89,8.14,ZA,1718505933
289,beau vallon,-20.4189,57.6953,75.22,94,40,0.0,MU,1718505933
290,harper,4.375,-7.7169,77.43,83,100,10.22,LR,1718505933
291,morrilton,35.1509,-92.744,82.27,72,3,4.5,US,1718505934
292,berdigestyakh,62.0989,126.6992,69.58,64,97,8.84,RU,1718505934
293,aoulef,26.9667,1.0833,94.28,11,0,10.8,DZ,1718505934
294,chabahar,25.2919,60.643,83.41,82,0,3.98,IR,1718505934
295,anton lizardo,19.05,-95.9833,86.22,83,33,10.27,MX,1718505934
296,wailua homesteads,22.0669,-159.378,86.43,75,40,14.97,US,1718505934
297,usogorsk,63.4106,48.6872,52.3,69,88,2.1,RU,1718505935
298,mayo-belwa,9.05,12.05,72.9,90,100,3.6,NG,1718505935
299,suva,-18.1416,178.4415,81.88,83,75,2.3,FJ,1718505774
300,mukalla,14.5425,49.1242,84.97,71,48,3.91,YE,1718505935
301,zolochiv,49.806,24.8944,53.11,85,5,4.32,UA,1718505935
302,timimoun,29.2639,0.231,88.18,23,100,19.57,DZ,1718505935
303,nagqu,31.5,92.0,54.84,49,7,4.29,CN,1718505936
304,aguililla,18.7333,-102.7333,76.14,90,9,6.26,MX,1718505912
305,cidade velha,14.9167,-23.6167,73.87,83,75,10.36,CV,1718505936
306,murakami,38.2333,139.4833,85.89,55,17,6.2,JP,1718505936
307,bayanhongor,46.7167,100.1167,60.64,47,32,3.36,MN,1718505936
308,kailua-kona,19.6406,-155.9956,81.28,78,75,3.44,US,1718505936
309,neiafu,-18.65,-173.9833,83.08,83,75,9.22,TO,1718505937
310,tromso,69.6496,18.957,46.42,93,100,5.75,NO,1718505937
311,sechura,-5.5569,-80.8222,66.42,76,23,14.76,PE,1718505937
312,fort bragg,35.139,-79.006,82.24,62,0,4.61,US,1718505937
313,santo antonio do ica,-3.1022,-67.9397,77.59,86,100,3.33,BR,1718505937
314,aqaba,29.5267,35.0078,85.86,89,0,3.44,JO,1718505937
315,merizo village,13.2658,144.6691,87.98,82,88,16.96,GU,1718505938
316,santiago juxtlahuaca,17.3333,-98.0167,62.78,99,100,5.68,MX,1718505938
317,union city,37.5958,-122.0192,74.55,61,0,14.97,US,1718505697
318,tari,12.4086,4.4914,78.69,75,92,7.27,NG,1718505938
319,larkird,35.4894,66.6641,65.98,42,0,2.04,AF,1718505938
320,severo-yeniseyskiy,60.3725,93.0408,65.57,80,100,7.0,RU,1718505938
321,tahoua,14.8888,5.2692,84.63,52,66,5.75,NE,1718505939
322,luderitz,-26.6481,15.1594,68.04,23,17,11.27,NA,1718505939
323,menongue,-14.6585,17.691,42.24,47,5,4.16,AO,1718505939
324,fortuna foothills,32.6578,-114.4119,107.69,11,0,13.8,US,1718505939
325,bikenibeu village,1.3673,173.1241,85.96,74,75,8.05,KI,1718505940
326,gunnedah,-30.9833,150.25,58.3,54,54,7.87,AU,1718505940
327,nova xavantina,-14.6667,-52.35,68.32,52,0,0.65,BR,1718505940
328,flin flon,54.7682,-101.865,61.21,90,95,7.25,CA,1718505940
329,arraial do cabo,-22.9661,-42.0278,71.24,87,1,18.97,BR,1718505940
330,san andres,12.5847,-81.7006,80.62,89,20,4.61,CO,1718505940
331,arteche,12.2645,125.4048,86.34,73,95,5.21,PH,1718505941
332,pangkalanbuun,-2.6833,111.6167,88.75,59,45,4.36,ID,1718505941
333,rio preto da eva,-2.6994,-59.6997,74.55,94,81,3.33,BR,1718505941
334,coronel dorrego,-38.7187,-61.2873,50.49,55,0,10.83,AR,1718505941
335,holmsund,63.706,20.3641,54.95,100,0,2.3,SE,1718505941
336,sandnessjoen,66.0217,12.6316,46.92,69,1,13.02,NO,1718505941
337,strathalbyn,-35.2667,138.9,61.29,99,1,6.2,AU,1718505942
338,makushino,55.2103,67.2442,75.88,72,100,7.67,RU,1718505942
339,salinas,36.6777,-121.6555,67.96,75,0,18.41,US,1718505827
340,sao joaquim,-28.2939,-49.9317,55.72,97,100,2.84,BR,1718505942
341,las vegas,36.175,-115.1372,103.44,6,0,18.41,US,1718505651
342,evergreen,39.6333,-105.3172,75.99,35,31,8.01,US,1718505942
343,bandarbeyla,9.4942,50.8122,79.39,71,84,18.9,SO,1718505943
344,yeroham,30.9872,34.9314,73.09,62,0,4.41,IL,1718505943
345,katabu,-4.9333,122.5167,79.97,82,100,5.08,ID,1718505943
346,klaksvik,62.2266,-6.589,47.32,88,100,21.25,FO,1718505943
347,ebon,4.582,168.6964,83.73,74,88,9.8,MH,1718505943
348,ta`u,-14.2336,-169.5144,82.04,78,94,19.28,AS,1718505943
349,tual,-5.6667,132.75,79.05,75,88,20.09,ID,1718505944
350,zhob,31.3411,69.4481,86.45,25,8,5.93,PK,1718505944
351,igarka,67.4667,86.5833,49.01,73,54,7.0,RU,1718505944
352,lazaro cardenas,17.9583,-102.2,81.64,86,15,4.88,MX,1718505944
353,burkardroth,50.2667,10.0,52.9,79,84,2.46,DE,1718505944
354,yeppoon,-23.1333,150.7333,75.25,36,0,8.46,AU,1718505944
355,grand falls-windsor,48.9332,-55.6649,57.51,93,100,6.22,CA,1718505896
356,vacaria,-28.5122,-50.9339,59.81,95,100,5.06,BR,1718505945
357,zhizdra,53.746,34.7395,59.23,95,100,6.29,RU,1718505945
358,imeni morozova,59.9757,31.0376,55.94,70,38,1.92,RU,1718505945
359,noumea,-22.2763,166.4572,78.78,99,0,16.15,NC,1718505945
360,abepura,-2.6333,140.5833,85.01,74,20,6.91,ID,1718505945
361,kuta,-8.7233,115.1723,82.35,83,40,5.99,ID,1718505946
362,gamba,-2.65,10.0,71.38,92,99,2.28,GA,1718505946
363,sitka,57.0531,-135.33,57.09,72,20,13.8,US,1718505724
364,kegeyli shahar,42.7767,59.6078,77.09,34,100,8.25,UZ,1718505946
365,banff,51.1762,-115.5698,41.38,87,100,3.44,CA,1718505732
366,kerema,-7.9631,145.7785,79.09,80,94,9.24,PG,1718505947
367,galliano,29.4422,-90.2992,84.2,70,0,5.75,US,1718505947
368,east london,-33.0153,27.9116,61.84,79,58,4.94,ZA,1718505947
369,mossel bay,-34.1831,22.146,53.53,87,100,7.56,ZA,1718505947
370,ikom,5.9667,8.7063,73.42,99,100,1.1,NG,1718505948
371,dukhan,25.4297,50.7858,89.89,44,0,8.41,QA,1718505948
372,island harbour,50.724,-1.2758,56.93,80,5,7.0,GB,1718505948
373,uzhur,55.3036,89.8339,72.46,58,6,4.27,RU,1718505948
374,heroica guaymas,27.9333,-110.9,87.17,62,0,10.36,MX,1718505949
375,toliara,-23.35,43.6667,62.04,84,0,10.96,MG,1718505949
376,kayes,14.0,-11.0,83.46,60,100,3.83,ML,1718505949
377,dhidhdhoo,6.8833,73.1,83.8,75,99,12.19,MV,1718505949
378,madimba,-10.4,40.3333,69.67,87,13,10.74,TZ,1718505949
379,tazovsky,67.4667,78.7,41.65,67,23,9.78,RU,1718505949
380,brookings,44.3114,-96.7984,71.94,88,40,8.05,US,1718505950
381,samus',56.7475,84.6992,80.01,55,3,4.63,RU,1718505950
382,ringkobing,56.0901,8.244,55.38,88,75,10.36,DK,1718505950
383,pizarro,4.9533,-77.366,76.01,91,100,4.36,CO,1718505950
384,saint-pierre,-21.3393,55.4781,71.28,88,100,4.61,RE,1718505844
385,san felipe,10.3399,-68.7425,71.76,94,8,4.38,VE,1718505788
386,el calafate,-50.3408,-72.2768,29.7,94,88,2.57,AR,1718505951
387,sola,-13.8833,167.55,79.41,79,100,4.63,VU,1718505951
388,crane,31.3974,-102.3501,89.08,34,0,21.99,US,1718505951
389,gizo,-8.103,156.8419,81.63,79,73,7.09,SB,1718505951
390,kyshtovka,56.555,76.6271,73.35,82,12,5.01,RU,1718505951
391,linxia chengguanzhen,35.6003,103.2064,58.91,76,100,0.92,CN,1718505951
392,suez,29.9737,32.5263,76.68,55,0,9.26,EG,1718505952
393,nova vicosa,-17.8919,-39.3719,71.44,89,31,2.86,BR,1718505904
394,port alfred,-33.5906,26.891,60.33,86,31,4.92,ZA,1718505952
395,tolanaro,-25.0319,46.9987,62.91,81,3,5.73,MG,1718505952
396,beichengqu,40.4394,113.1536,76.08,19,0,4.34,CN,1718505952
397,shakiso,5.75,38.9167,54.32,95,79,1.28,ET,1718505952
398,ballito,-29.539,31.2144,60.94,77,0,4.61,ZA,1718505953
399,maintirano,-18.0667,44.0167,73.96,83,68,9.22,MG,1718505953
400,arkhangel'sk,64.5401,40.5433,57.31,100,40,8.95,RU,1718505722
401,balikpapan,-1.2675,116.8289,81.59,78,20,5.75,ID,1718505784
402,nadi,-17.8,177.4167,82.4,69,75,10.36,FJ,1718505953
403,howard springs,-12.497,131.047,85.91,64,5,9.08,AU,1718505953
404,ha tinh,18.3333,105.9,96.76,48,100,3.96,VN,1718505954
405,sisimiut,66.9395,-53.6735,47.1,71,41,4.72,GL,1718505954
406,sterling,39.0062,-77.4286,71.42,68,20,0.0,US,1718505504
407,svencionys,55.15,26.1667,52.72,94,69,4.16,LT,1718505954
408,punxsutawney,40.9437,-78.9709,61.41,81,78,3.4,US,1718505954
409,magadan,59.5667,150.8,57.52,80,83,8.93,RU,1718505954
410,voss,60.623,6.4229,55.54,88,100,4.25,NO,1718505954
411,gien,47.6933,2.6309,56.44,89,100,14.76,FR,1718505955
412,uliastay,47.7417,96.8444,68.65,37,64,1.39,MN,1718505955
413,grand island,40.925,-98.342,80.89,54,0,8.05,US,1718505711
414,dongola,19.1667,30.4833,91.6,10,58,8.75,SD,1718505955
415,pasuquin,18.3328,120.6177,85.95,79,75,6.91,PH,1718505955
416,caratinga,-19.7897,-42.1392,61.86,84,4,3.33,BR,1718505955
417,ginir,7.1333,40.7,54.52,80,32,3.8,ET,1718505956
418,recreo,-29.2818,-65.061,64.27,31,97,5.35,AR,1718505956
419,passagem franca,-6.1797,-43.7836,76.46,61,99,2.13,BR,1718505956
420,san patricio,28.017,-97.5169,87.75,70,0,12.41,US,1718505956
421,rouissat,31.9243,5.3502,89.67,19,0,6.91,DZ,1718505956
422,al hoceima,35.2433,-3.9309,67.23,68,0,1.14,MA,1718505956
423,ola,59.5833,151.2833,58.14,81,45,8.77,RU,1718505922
424,shahganj,26.05,82.6833,103.91,21,85,5.75,IN,1718505957
425,al bawiti,28.3492,28.8659,77.23,49,0,8.81,EG,1718505957
426,hasaki,35.7333,140.8333,81.28,76,100,5.35,JP,1718505957
427,anna regina,7.2644,-58.5077,78.12,87,100,5.48,GY,1718505957
428,figuig (centre),32.1089,-1.2286,70.74,54,17,6.78,MA,1718505957
429,quellon,-43.1167,-73.6167,46.54,89,100,9.91,CL,1718505958
430,bodaybo,57.8506,114.1933,52.23,62,97,9.98,RU,1718505958
431,bermejo,-32.8833,-68.8,48.11,66,0,3.44,AR,1718505698
432,newnham,-41.3833,147.1333,50.85,61,40,19.57,AU,1718505958
433,okhotsk,59.3833,143.3,50.22,78,96,7.05,RU,1718505958
434,illizi,26.4833,8.4667,89.4,12,0,1.95,DZ,1718505959
435,basco,20.4487,121.9702,85.86,81,100,14.9,PH,1718505959
436,saipan,15.1355,145.701,88.5,70,40,17.27,MP,1718505959
437,tamandare,-8.7597,-35.1047,75.6,80,22,11.36,BR,1718505959
438,isangel,-19.55,169.2667,84.31,79,40,6.91,VU,1718505959
439,troitsko-pechorsk,62.7084,56.1964,50.7,95,100,5.01,RU,1718505960
440,changling,44.2653,124.0005,78.44,35,2,9.13,CN,1718505960
441,santo antonio,-6.3106,-35.4789,71.04,96,44,11.01,BR,1718505960
442,sibolga,1.7427,98.7792,81.25,87,86,1.1,ID,1718505960
443,kilindoni,-7.9139,39.6668,79.09,69,30,18.39,TZ,1718505960
444,puerto madryn,-42.7692,-65.0385,48.06,46,6,6.35,AR,1718505924
445,strezhevoy,60.7333,77.5889,67.96,86,99,7.0,RU,1718505960
446,la passe,45.5549,-0.8967,59.99,94,100,19.24,FR,1718505961
447,mejit,10.2753,170.8646,83.05,78,100,14.92,MH,1718505961
448,la ronge,55.1001,-105.2842,59.25,72,75,6.91,CA,1718505961
449,ventanas,-1.45,-79.4667,74.5,87,55,2.19,EC,1718505702
450,brindisi,40.5833,17.6667,74.16,65,100,3.6,IT,1718505962
451,ust'-kulom,61.6864,53.6902,50.58,84,100,5.75,RU,1718505962
452,lompoc,34.6391,-120.4579,64.78,71,0,20.71,US,1718505962
453,goundam,16.4145,-3.6708,92.07,36,100,11.27,ML,1718505962
454,saurikh,27.029,79.4896,106.63,18,0,10.98,IN,1718505962
455,zaragoza,41.6561,-0.8773,63.01,61,0,8.05,ES,1718505908
456,villa gesell,-37.2639,-56.973,49.05,63,3,5.08,AR,1718505963
457,port saint john's,-31.6229,29.5448,65.55,81,100,2.04,ZA,1718505963
458,eastham,41.8301,-69.9739,61.12,78,0,3.44,US,1718505710
459,kabinda,-6.1333,24.4833,62.4,40,36,4.9,CD,1718505963
460,las heras,-46.5419,-68.9359,39.79,72,100,12.33,AR,1718505964
461,sao miguel do araguaia,-13.275,-50.1628,71.31,50,5,4.47,BR,1718505964
462,nogliki,51.8333,143.1667,42.35,98,100,11.01,RU,1718505964
463,mahibadhoo,3.7833,72.9667,83.39,75,82,10.16,MV,1718505964
464,kalix,65.853,23.1565,50.23,87,20,5.5,SE,1718505670
465,codrington,-38.2667,141.9667,53.92,67,97,14.5,AU,1718505964
466,jinchang,38.4953,102.1739,78.84,33,98,4.76,CN,1718505965
467,turtas,58.9417,69.1325,72.72,66,17,3.06,RU,1718505965
468,paita,-5.0892,-81.1144,65.64,81,85,14.07,PE,1718505965
469,chardara,41.2547,67.9692,81.36,30,61,3.78,KZ,1718505671
470,palikir - national government center,6.9248,158.1611,88.65,70,75,5.75,FM,1718505965
471,puerto ayacucho,5.6639,-67.6236,75.47,95,100,1.34,VE,1718505965
472,viljoenskroon,-27.2084,26.9485,45.1,43,0,4.56,ZA,1718505966
473,summerside,46.3959,-63.7876,54.68,100,30,3.44,CA,1718505899
474,rongelap,11.1635,166.8941,83.05,77,33,15.41,MH,1718505966
475,kruisfontein,-34.0033,24.7314,52.32,89,55,4.0,ZA,1718505966
476,verkhnevilyuysk,63.4453,120.3167,44.64,89,100,8.19,RU,1718505966
477,torghay,49.6339,63.4981,83.05,45,1,5.48,KZ,1718505966
478,vobarno,45.6401,10.5035,63.28,90,93,0.72,IT,1718505966
479,serenje,-13.2325,30.2352,44.11,87,5,5.55,ZM,1718505967
480,hamilton,39.1834,-84.5333,72.37,58,0,0.0,US,1718505967
481,selfoss,63.9331,-20.9971,49.05,77,98,5.75,IS,1718505967
482,kununurra,-15.7667,128.7333,87.78,29,4,10.36,AU,1718505967
483,la sarre,48.8002,-79.1996,48.33,62,11,7.31,CA,1718505959
484,byakabanda,-0.7425,31.4064,65.46,71,100,1.36,UG,1718505968
485,seka,17.9285,103.9552,89.33,63,77,6.73,TH,1718505968
486,rio claro,-22.4114,-47.5614,61.88,56,0,4.16,BR,1718505680
487,balqash,46.8481,74.995,77.59,50,0,13.42,KZ,1718505968
488,anatuya,-28.4606,-62.8347,64.99,49,100,10.09,AR,1718505968
489,kalmunai,7.4167,81.8167,84.11,69,100,2.15,LK,1718505969
490,shilin,24.8188,103.3324,73.29,77,97,4.85,CN,1718505969
491,viedma,-40.8135,-62.9967,48.06,62,71,6.58,AR,1718505969
492,turaif,31.6725,38.6637,80.85,19,0,16.11,SA,1718505969
493,zouerate,22.7187,-12.4521,82.2,25,0,13.18,MR,1718505969
494,monrovia,6.3005,-10.7969,76.77,88,100,7.65,LR,1718505969
495,bel ombre,-4.6167,55.4167,82.24,83,40,8.05,SC,1718505970
496,macapa,0.0389,-51.0664,76.98,94,40,3.44,BR,1718505722
497,san jeronimo de juarez,17.1333,-100.4667,81.23,87,83,5.73,MX,1718505970
498,dumbraveni,46.2333,24.5667,57.92,69,0,2.24,RO,1718505970
499,sao jose de piranhas,-7.1206,-38.5019,67.75,95,44,7.76,BR,1718505970
500,tir pul,34.5943,61.269,83.07,21,85,13.51,AF,1718505902
501,goba,7.0167,39.9833,49.5,67,42,5.17,ET,1718505971
502,kyzyl-mazhalyk,51.1333,90.6,67.91,58,94,1.01,RU,1718505971
503,katsuura,35.1333,140.3,75.22,83,100,8.14,JP,1718505971
504,juan griego,11.0817,-63.9655,79.23,85,4,11.32,VE,1718505971
505,nguigmi,14.2495,13.1092,83.95,56,71,11.7,NE,1718505971
506,hailey,43.5196,-114.3153,60.66,18,20,8.05,US,1718505971
507,laboe,54.4,10.2167,54.18,71,100,5.75,DE,1718505972
508,wanning,18.8003,110.3967,89.13,72,100,12.35,CN,1718505972
509,aginskoye,51.1,114.53,69.22,32,100,16.37,RU,1718505972
510,noosa heads,-26.3833,153.15,68.34,47,1,9.73,AU,1718505972
511,sirjan,29.452,55.6814,77.22,25,2,4.83,IR,1718505972
512,al 'amarah,31.8406,47.1396,96.91,14,0,3.78,IQ,1718505972
513,paraiso,9.8383,-83.8656,63.95,100,100,3.87,CR,1718505973
514,bhamo,24.2667,97.2333,77.09,98,100,0.58,MM,1718505973
515,thulamahashi,-24.7246,31.1994,57.7,72,0,3.56,ZA,1718505973
516,arno,60.1167,18.6333,55.78,97,100,12.44,SE,1718505973
517,erzurum,40.0,41.5,49.68,83,78,5.3,TR,1718505974
518,rabo de peixe,37.8,-25.5833,65.71,99,40,9.22,PT,1718505729
519,grantsville,40.5999,-112.4644,83.91,22,0,9.22,US,1718505974
520,siparia,10.1333,-61.5,81.82,85,100,10.04,TT,1718505974
521,forshaga,59.5254,13.4813,54.12,94,75,10.36,SE,1718505974
522,barabai,-2.5833,115.3833,89.06,54,73,2.66,ID,1718505974
523,laojunmiao,39.8333,97.7333,77.63,23,100,7.61,CN,1718505975
524,constantia,44.1833,28.65,61.7,73,0,8.12,RO,1718505860
525,carutapera,-1.195,-46.02,74.55,95,70,4.99,BR,1718505975
526,parral,26.9333,-105.6667,81.72,26,38,11.32,MX,1718505949
527,guskhara,23.5,87.75,100.33,37,35,10.13,IN,1718505975
528,houlton,46.1262,-67.8403,54.01,59,0,3.44,US,1718505968
529,mawu,29.5923,107.3139,77.63,77,100,4.05,CN,1718505976
530,muzaffargarh,30.0754,71.1921,87.82,23,1,15.82,PK,1718505976
531,dunedin,-45.8742,170.5036,48.27,82,67,6.64,NZ,1718505976
532,nizhniy odes,63.6445,54.856,48.56,81,96,7.18,RU,1718505976
533,al hazm,16.1641,44.7769,80.91,37,1,8.93,YE,1718505976
534,nan,18.8333,100.6667,84.22,74,20,2.3,TH,1718505976
535,xingcheng,40.6167,120.7167,84.54,31,0,3.67,CN,1718505977
536,castillos,-34.1667,-53.8333,49.1,91,1,1.79,UY,1718505977
537,labuan bajo,-8.4964,119.8877,82.74,62,1,4.45,ID,1718505977
538,fort mcmurray,56.7268,-111.381,56.79,76,100,4.61,CA,1718505977
539,kralendijk,12.15,-68.2667,84.18,79,75,17.27,BQ,1718505978
540,kiama,-34.6833,150.8667,61.0,51,1,11.68,AU,1718505978
541,varadero,23.1536,-81.2514,75.96,77,100,14.29,CU,1718505784
542,arroio grande,-32.2375,-53.0869,56.79,82,100,5.84,BR,1718505978
543,palmares do sul,-30.2578,-50.5097,65.12,99,100,3.29,BR,1718505978
544,sinabang,2.4803,96.3801,78.01,91,100,10.54,ID,1718505978
545,serdar,38.9764,56.2757,81.77,33,100,2.84,TM,1718505979
546,tzucacab,20.0667,-89.05,77.02,96,100,5.1,MX,1718505979
547,rio grande,-32.035,-52.0986,61.95,86,97,9.17,BR,1718505979
548,walla walla,46.0646,-118.343,63.37,39,0,19.57,US,1718505979
549,loei,17.4167,101.5,76.37,66,100,4.81,TH,1718505979
550,oranjemund,-28.55,16.4333,66.78,27,100,9.1,NA,1718505979
551,modimolle,-24.7,28.4,46.58,51,0,2.42,ZA,1718505980
552,prince rupert,54.3161,-130.3201,53.29,86,100,17.27,CA,1718505980
553,kapiri mposhi,-13.9652,28.6809,44.67,87,6,5.39,ZM,1718505980
554,kuching,1.55,110.3333,88.99,80,20,2.3,MY,1718505980
555,baruun-urt,46.6806,113.2792,78.8,21,23,16.69,MN,1718505980
556,camana,-16.6228,-72.7111,61.79,89,100,8.05,PE,1718505980
557,puerto baquerizo moreno,-0.9,-89.6,70.7,85,58,13.0,EC,1718505730
558,altamont,42.2068,-121.7372,58.84,37,0,12.66,US,1718505981
559,minas de marcona,-15.2119,-75.1103,52.45,90,98,13.89,PE,1718505981
560,tongren,27.7172,109.1853,89.89,61,20,0.36,CN,1718505981
561,harstad,68.799,16.5293,49.39,86,100,2.44,NO,1718505981
562,constitucion,-35.3333,-72.4167,50.9,89,1,2.24,CL,1718505981
563,rabak,13.1809,32.74,81.54,60,99,16.89,SD,1718505981
